Date,PM2.5_Peenya,PM2.5_SilkBoard,PM2.5_Hombegowda,PM2.5_BapujiNagar,NO2_Peenya,NO2_SilkBoard,NO2_Hombegowda,NO2_BapujiNagar,NH3_Peenya,NH3_SilkBoard,NH3_Hombegowda,NH3_BapujiNagar,SO2_Peenya,SO2_SilkBoard,SO2_Hombegowda,SO2_BapujiNagar,CO_Peenya,CO_SilkBoard,CO_Hombegowda,CO_BapujiNagar,Temp_Peenya,Temp_SilkBoard,Temp_Hombegowda,Temp_ BapujiNagar,RH_Peenya,RH_SilkBoard,RH_Hombegowda,RH_BapujiNagar,AQI_Peenya,AQI_SilkBoard,AQI_Hombegowda,AQI_BapujiNagar
01-07-2018,14.53,30.48,30.48,24.12,18.41,27.88,27.88,17.01,32,22.57,22.57,12.9,7.85,9.31,7.85,7.48,0.67,0.65,0.67,0.51,24.2,25.92,24.2,26.53,73.36,72.01,73.36,72.91,56,88,34,46
02-07-2018,10.57,26.57,26.57,18.41,12.77,24.83,24.83,15.19,32.96,25.94,25.94,11.42,5.61,8.39,5.61,6.17,0.81,1.14,0.81,0.36,25.17,26.97,25.17,26.69,68.63,68.52,68.63,67.82,34,74,30,41
03-07-2018,18.16,38.04,29.87,24.3,17.3,23.03,32.25,16.15,29.24,24.51,25.68,11.85,4.63,9.53,4.37,7.4,0.63,1.59,0.58,0.45,25.37,27.73,25.47,26.64,67.52,68.92,67.04,68.4,27,70,21,24
04-07-2018,21.43,29.61,12.89,19.28,19.22,19.91,34.28,15.14,23.23,24.01,30.98,10.93,7.25,8.07,6.15,4.73,0.66,1.4,0.46,0.39,25.08,27.26,,26.66,68.49,68.32,70.82,67.12,33,76,20,17
05-07-2018,29.98,28.39,13.63,23.39,18.37,24.08,34.54,16.02,24.87,22.7,29.74,10.81,6.21,10.6,6.04,8.41,0.56,1.31,0.4,0.49,25.39,26.45,,26.67,66.13,64.96,67.8,64.67,37,96,23,24
06-07-2018,40.9,25.86,12.14,19.3,18.64,19.79,37.6,16.89,23.76,26.29,34.98,11.1,5.89,7.06,10.85,5.55,0.63,1.5,0.42,0.41,24.83,27.94,27.87,26.79,69.46,74.68,77.89,74.75,33,74,19,21
07-07-2018,20.93,20.62,8.47,18.01,19.24,19.18,33.07,17.52,24,24.84,31.93,10.92,5.98,6.32,15.8,6.11,0.66,1.16,0.53,0.37,24.53,28.07,27.3,26.49,70.48,77.2,79.94,76.4,26,65,21,23
08-07-2018,21.69,21.97,11.07,17.03,20.62,17.77,39.52,14.44,23.69,24.17,32.07,11.49,6.95,7.62,15.03,6.22,0.68,1.21,0.51,0.39,24.4,28.02,27.13,26.49,77.48,81.88,84.03,80.52,33,73,19,22
09-07-2018,22.94,28.44,15.45,23.73,16.3,20.92,48.84,18.2,23.49,22.15,36.16,11.95,6.09,8.97,14.46,6.75,0.66,1.76,0.66,0.51,25.29,26.08,27.32,26.51,69.27,81.17,83.49,80.29,42,77,23,30
10-07-2018,447.19,25.77,12.42,24.53,10.42,24.8,45.59,19.72,23.78,11.78,35.24,12.53,6.69,9.68,11.95,5.34,0.69,1.72,0.54,0.57,24.81,18.09,27.09,26.6,72.42,81.42,84.61,81.86,43,64,23,30
11-07-2018,32.05,23.31,11.35,19.93,10.67,22.89,33.16,18.15,24.1,11.7,33.79,11.42,7.16,11.85,19.71,7.03,0.69,1.7,0.6,0.39,24.28,18.48,27.16,26.83,75.21,79.73,82.2,75.52,37,92,31,37
12-07-2018,24.84,25.05,10.76,17.5,8.75,21.25,33.69,15.57,24.03,16.62,31.83,10.39,7.19,10.07,19.7,7.2,0.64,1.59,0.47,0.4,23.97,22.11,27.5,26.52,78.73,75.84,78.32,73.55,39,108,32,42
13-07-2018,20.4,22.72,12.62,19.56,9.06,31.71,32.47,16.83,23.39,24.88,30.86,10.54,6.53,6.61,15.94,6.24,0.67,1.49,0.36,0.41,23.97,27.17,27.48,26.59,75.16,71.77,79.72,75.35,40,83,19,25
14-07-2018,22.01,23.99,13.14,19.8,9.49,23.91,31.12,16.06,23.65,21.24,30.7,10.74,6.78,7.98,21.24,6.16,0.77,1.22,0.52,0.33,24.27,25.66,27.7,26.68,78.96,77.61,80.95,76.08,30,112,22,29
15-07-2018,22.58,19.74,13.09,19.54,8.52,20.29,19.2,11.83,24.12,19.25,30.06,11.17,6.92,9,11.86,7.15,0.76,0.94,0.44,,24.6,25.64,27.16,26.78,78.16,72.32,74.66,69.72,36,109,24,33
16-07-2018,22.31,22.66,9.91,19.25,7.17,20.94,33.01,13.88,26.81,20.35,30.96,11.23,6.45,11.41,15.27,8.32,0.7,1.33,0.52,,24.6,26.75,27.17,26.52,73.94,76.9,79.21,78.4,45,91,28,36
17-07-2018,19.77,24.75,11.33,,5.14,22.04,33.64,,31.69,17.14,30.88,,6.37,7.31,16.17,,0.75,1.28,0.43,,25.2,26.86,27.23,,69.76,74.79,77.4,,61,100,36,52
18-07-2018,20.9,25.36,12.16,22.32,18.47,24.47,30.84,18.4,30.35,15.33,30.13,10.67,5.32,8.83,17.25,8.32,0.73,1.26,0.45,0.59,25.25,26.51,26.98,26.63,68.16,72.88,74.85,62.75,47,109,37,46
19-07-2018,33.65,24.87,11.08,17.86,27.66,26.15,35.65,15.73,26.31,14.57,30.94,10.45,6.35,6.57,13.35,10.34,0.68,1.21,0.49,0.79,25.31,26.18,27.49,26.67,67.23,75.89,78.55,73.83,51,104,36,48
20-07-2018,20.29,26.57,10.86,19.49,16.89,26.84,28.64,16.25,27.81,17.21,27.01,10.43,6.38,10.1,14.08,9.81,0.73,1.24,0.4,0.6,24.99,26.41,27.15,26.68,67.66,73.33,75.96,71.24,68,122,47,63
21-07-2018,27.02,26.43,14.35,21.12,12,25.13,38.17,17.15,30.33,17.01,27.3,10.83,4.99,11.03,16.09,7.26,0.7,1.34,0.51,0.6,25.32,26.26,27.1,26.49,63.85,78.32,80.72,74.6,53,121,49,59
22-07-2018,28.39,24.51,16.22,23.81,9.93,17.82,24.07,12.42,29.18,17.96,27.99,10.88,5.93,10.87,16.96,9.66,0.76,0.78,0.53,1.03,25.37,27.4,27.13,26.58,65.15,75.91,76.31,72.01,22,74,29,33
23-07-2018,28.54,28.95,15.29,24.78,10.26,23.35,52.2,17.39,31.03,7.6,28.92,11.19,6.45,12,13.7,9,0.78,1.55,0.58,1.13,25.19,23.79,27.43,26.6,70.76,78.02,80.77,76.55,17,44,18,18
24-07-2018,24.5,27.51,12.44,20.73,14.04,,33.09,16.51,29.38,,32.4,12.39,6.24,10.62,11.45,9.42,0.78,1.37,0.45,0.88,24.73,22.96,27.24,26.62,72.83,74.6,79.03,74.83,16,34,19,19
25-07-2018,20.81,28.07,12.06,27.32,16.25,,35.46,16.86,29.69,,30.84,12.24,6.51,10.47,13.65,9.67,0.78,1.81,0.54,1.46,25.52,26.37,26.86,26.66,67.13,76.79,80.06,75.28,18,49,19,23
26-07-2018,29.44,28.08,13.83,23.14,13.46,,38.89,17.7,29.58,,31.99,11.94,6.95,10.47,12.26,8.49,0.74,1.35,0.54,0.88,24.7,25.73,27.14,26.65,70.85,74.08,78.14,73.61,20,42,21,22
27-07-2018,31.15,30.61,15.84,25.48,14.44,,33.51,17.46,29.26,,31.11,11.17,6.94,8.96,14.2,8.92,0.8,1.06,0.52,0.86,24.26,23.92,27.21,26.63,76.84,75.91,77.41,72.61,26,107,21,19
28-07-2018,33.4,,16.85,28.56,13.91,,38.02,18.94,28.97,,31.62,11.63,7.44,,10.03,9.74,0.79,,0.57,1.01,24.66,,27.13,26.69,73.82,,78.58,74.47,34,123,24,25
29-07-2018,22.85,,16.67,22.3,14.23,,31.58,16.62,29.47,,32.44,12.19,6.48,,10.1,10.21,0.87,,0.54,1.23,24.75,,26.95,26.63,75.14,,76.93,72.12,48,114,30,23
30-07-2018,28.62,41.44,16.04,24.95,9.97,31.18,36.27,18.77,30.41,32.59,32.87,11.69,7.91,9.36,14.22,9.51,0.81,2.13,0.65,1.51,25.21,26.92,26.97,26.71,72.18,62.38,76.26,71.23,50,111,29,32
31-07-2018,31.04,30.57,15.61,24.88,6.75,24.68,27.63,16.45,32.03,30.66,31.54,11.3,8.7,6.93,10.69,10.28,0.77,1.31,0.45,0.82,25.4,25.51,27.02,26.47,70.84,71.66,77.02,74.38,47,114,28,38
01-08-2018,28.63,25,15.76,26.7,9.02,22.48,53.22,21.38,26.81,28.88,31.81,11.74,10.46,7.37,7.69,10.4,0.76,1.18,0.6,1.33,25.52,26.54,27.37,26.68,65.73,72.1,79.04,74.26,22,108,36,111
02-08-2018,28.71,,15.36,29.01,13.02,,42.91,20.61,15.66,,31.27,12.34,9.05,,13.15,9.9,0.7,,0.57,1.63,25.83,,26.9,26.59,61.02,,75.9,71.43,14,112,45,103
03-08-2018,29.24,37.68,15.69,33.84,15.34,31.14,41.61,17.72,14.34,27.81,32.29,13.82,9.42,6.87,12.63,12.56,0.82,1.56,0.65,1.95,25.92,26.5,26.92,26.76,55.64,70.18,80.85,73,15,106,38,99
04-08-2018,29.87,32.85,18.84,51.92,16.63,23.65,38.96,18.85,13.6,25.56,33.5,14.99,10.06,7.48,9.56,14.03,0.9,1.4,0.36,1.85,26.07,26.34,27.19,26.51,54.28,72.5,79.62,73.49,13,88,36,42
05-08-2018,21,29.69,15.39,29.2,14.09,20.62,26.99,14.39,12.5,25.55,31.61,13.37,10.1,16.85,10.15,10.82,0.9,1.3,0.52,2.64,25.85,26.71,26.85,26.5,57.01,68.18,76.26,67.9,10,80,32,41
06-08-2018,47.46,28.85,13.78,23.39,13.97,22.92,38.82,14.98,12.38,24.86,32.46,12.28,10.53,7.04,8.42,8.19,0.91,1.42,0.6,,25.74,26.9,27.58,26.55,59.62,70,77.19,70.85,11,71,24,41
07-08-2018,17.06,28.41,11.86,22.59,13.96,23.59,36.72,16.53,12.19,27.03,32.17,12.22,10.21,6.76,8.78,9.59,0.87,1.53,0.54,,25.78,26.63,27.15,26.51,58.86,74.34,80.36,73.82,10,98,35,51
08-08-2018,27.8,29.83,9.98,24.81,14.06,22.05,44.94,18.87,12.24,25.02,32.16,15.1,9.06,7.1,11.42,9.74,0.91,1.61,0.61,,25.72,26.73,27.04,27.68,59.19,77.71,86.27,78.5,10,99,31,40
09-08-2018,24.78,29.09,11.87,25.71,14.05,26.39,36.38,17.55,12.32,31.84,32.05,15.03,9.63,7.24,14.87,7.56,0.92,1.62,0.63,,26.32,28.29,26.79,27.88,56.67,72.75,81.93,72.39,10,115,40,75
10-08-2018,20.43,30.27,11.51,27.17,14.9,23.2,34.73,15.11,12.44,24.29,30.99,14.41,9.32,8.36,12.4,10.05,1.04,1.52,0.6,,25.66,25.7,26.77,27.09,61.73,73.79,84.19,74.3,12,109,42,87
11-08-2018,17.24,27.97,8.91,24.19,15.77,20.96,36.19,15.97,12.03,26.38,31.17,14.04,10.57,5.36,9.53,7.7,1.12,1.46,0.56,,26.11,27.2,26.97,27.32,63.75,75.9,85.23,76.04,19,117,46,125
12-08-2018,9.63,20.65,7.58,15.28,16.27,18.83,28.02,12.51,12.47,23.67,30.79,13.38,8.41,7.82,12.13,9.98,1.07,1.24,0.49,1.04,26.76,26.41,26.96,27.29,56.7,78.94,87.73,79.65,21,108,51,75
13-08-2018,11.71,24.02,6.33,16.66,15.07,20.75,31.35,13.54,12.27,25.45,30.23,12.62,10.77,7.07,7.34,9.3,1.02,1.4,0.5,0.87,26.71,27.73,27.43,27.53,58.56,77.57,84.8,78.03,21,105,45,66
14-08-2018,13.27,28.02,8.02,17.02,16.32,22.98,39.08,16.55,12.2,21.04,29.54,12.55,9.86,8.12,9.28,8.14,1.07,1.54,0.63,1.07,26.48,26.83,27.24,27.68,60.1,81.64,86.69,81.18,14,102,56,52
15-08-2018,21.37,26.36,10,18.4,15.63,22.99,39.61,13.98,12.7,26.23,30.8,12.52,10.44,4.66,12.03,8.82,1.08,1.47,0.68,1.28,25.7,29.32,26.92,27.73,70.11,80.61,85.3,80.06,24,95,55,69
16-08-2018,14.24,24.36,7.69,19.34,19.54,24.64,35.62,17,14.57,22.81,31.37,12,10.81,6.26,9.01,6.42,0.88,1.16,0.38,0.5,25.29,25.95,26.82,27.77,72.29,77.27,82.1,77.22,17,108,57,75
17-08-2018,18.03,25.28,9.2,28.77,13.78,27.62,34.33,14.99,12.32,10.52,30.39,12.58,10.89,5.11,8.87,7.72,0.48,0.87,0.57,0.52,25.2,17.76,26.71,27.72,70.57,72.96,78.12,72.62,17,109,32,64
18-08-2018,30.19,33.65,13.08,25.16,13.32,30.2,34.42,15.52,12.3,14.53,29.87,12.65,10.1,6.51,12.92,6.21,0.38,1.13,0.61,0.54,25.71,19.29,26.74,27.75,63.11,71.68,76.6,70.98,22,97,33,48
19-08-2018,23.07,23.66,11.32,20.07,14.75,29.19,26.66,13.29,11.8,10.42,29.02,12.15,11.38,6.95,9.92,6.14,0.43,1.17,0.64,0.46,25.71,17.07,26.73,27.73,60.42,72.19,76.33,70.83,21,73,24,71
20-08-2018,24.15,33.25,14.43,23.17,15.14,30.4,38.4,16.61,12.1,15.13,30.22,12.66,10.05,6.94,6.86,8.1,0.43,1.55,0.59,0.55,24.77,20.14,26.82,27.76,69.16,72.08,77.85,72.48,15,80,28,87
21-08-2018,28.74,32.75,13.51,25.52,14.92,28.16,35.44,15.49,11.86,16.34,31.06,12.64,9.55,5.28,5.97,8.05,0.38,1.42,0.58,0.48,25.57,20.62,27.12,27.79,64.45,67.66,73.98,68.4,17,135,56,118
22-08-2018,29.33,32.41,12.8,23.41,15.71,29.67,33.81,15.77,11.54,12.51,29.49,12.57,10.25,5.74,10.06,7.56,0.41,1.53,0.49,0.52,25.63,18.54,26.9,27.79,54.26,68.18,74.75,68.84,22,119,49,103
23-08-2018,23.33,28.75,10.04,21.21,16.48,32.08,42.6,17.01,11.93,14.47,31.67,11.97,10.74,8.48,11.86,6.93,0.38,2.03,0.61,0.58,26.15,20.22,26.9,27.8,63.42,70.4,78.41,72.71,15,103,44,65
24-08-2018,18.29,37.15,11.61,24.11,14.9,30.1,39.44,16.93,13.02,19.57,34.55,12.92,12.5,7.26,19.6,7.23,0.46,1.62,0.59,0.62,25.12,23.44,26.92,27.63,73.52,72.86,84.1,74.97,13,109,43,72
25-08-2018,32.89,37.5,12.55,31.83,19.14,27.13,39.52,18.35,14.22,23.86,35.08,12.94,9.85,6.3,13.37,8.47,0.4,1.72,0.7,0.73,25.46,26.87,26.89,27.65,72.26,68.47,80.52,70.42,14,91,44,59
26-08-2018,16.74,27.75,10.93,25.95,16.44,23.52,39.44,15.18,13.59,19.12,36.16,13.05,10.08,4.64,7.07,8.86,0.4,1.16,0.53,0.65,25.84,26.45,27.56,27.65,67.88,72.06,83.38,73.68,16,85,24,58
27-08-2018,25.4,35.07,11.95,28.67,16.63,23.83,47,17.46,14.01,23.99,35.02,12.74,10.98,6.32,8.37,9.43,0.36,1.66,0.56,0.64,25.32,28.25,27.53,27.72,72.54,78.9,86.4,79.75,16,71,25,47
28-08-2018,39.17,35.86,10.83,41.93,17.17,26.67,41.13,19.86,15.01,22.38,36.75,13.9,9.55,5.6,6.88,6.6,0.34,1.45,0.53,0.74,26.55,25.02,27.47,27.63,66.54,75.64,83.26,76.66,20,100,33,53
29-08-2018,29.14,29.83,11.04,32.97,15.95,34.69,46.14,18.88,14.45,32.65,33.42,13.67,10.53,,10.32,7.81,0.32,1.56,0.67,0.73,26.92,21.12,26.92,27.65,62.39,75.58,83.32,76.61,20,98,36,72
30-08-2018,43.92,36.88,12.19,31.06,15.57,31.51,41.08,18.48,15.36,15.7,34.74,13.64,10.84,,11.76,8.03,0.36,1.55,0.68,0.68,27.38,19.34,26.85,28.06,60.71,72.26,79.54,74.58,20,97,27,87
31-08-2018,39.25,34.54,10.86,23.18,16.43,32.3,45.73,18.26,14.9,17.85,34.15,12.23,10.55,1.29,13.26,8.39,0.43,1.78,0.74,0.68,27.32,21.79,26.97,27.79,56.78,73.12,80.77,75.59,26,90,28,78
01-09-2018,29.89,40.89,16.02,28.7,14.87,29.71,41.75,19.59,14.48,16.62,35,12.52,10.76,2.73,13.3,7.05,0.3,1.58,0.63,0.62,26.96,22.41,27.35,27.79,59.39,67.93,75.72,69.69,46,101,35,44
02-09-2018,29,33.82,15.43,28,15.11,29.14,30.28,16.69,15.36,16.68,33.9,12.49,11.44,8.29,13.89,7.31,0.32,1.36,0.66,0.59,26.61,23.24,27.06,27.72,63.01,65.1,78.8,66.83,48,124,34,41
03-09-2018,42.26,40.74,17.14,28.7,15.29,32.48,48.09,19.16,16.21,16.81,32.36,12.19,9.21,8.35,13.7,7.6,0.33,1.8,0.64,0.68,24.92,23.27,26.98,27.74,76.31,58.73,78.04,60.5,47,112,57,53
04-09-2018,35.93,42.89,18.85,30.84,14.53,34.8,63.55,25.11,15.37,20.06,37.93,14.98,12.75,9.9,10.16,8.39,0.34,1.85,0.72,0.76,25.43,23.93,28.3,27.51,71.68,57.57,77.17,59.28,59,130,39,75
05-09-2018,29.86,39.49,16.51,28.29,16.37,31.17,34.54,19.8,14.78,21.73,33.36,12.86,13.11,8.3,8.41,7.34,0.39,1.73,0.62,0.62,25.3,24.57,26.9,27.12,74.51,60.48,79.86,61.59,35,73,31,35
06-09-2018,30.81,39.93,15.11,22.14,16.09,30.39,31.73,19.92,14.61,22.32,33.64,11.53,10.31,9.7,11.27,7.93,0.35,1.59,0.67,0.55,26.34,24.67,27.42,27.18,61.01,62.03,75.36,63.09,30,77,27,35
07-09-2018,26.56,37.51,12.24,23.56,18.06,29.12,28.61,19.1,14.72,24.8,29.38,10.88,12.04,9.22,11.66,7.99,0.33,1.64,0.6,0.51,26.33,25.11,26.57,27.12,61.74,63.26,76.22,63.53,37,113,29,30
08-09-2018,30.27,,11.53,23.09,19.65,,33.67,19.88,13.35,,29.23,11.18,11.56,,10.14,7.06,0.3,,0.66,0.57,26.35,,26.74,26.76,56.41,,76.52,63.43,36,103,22,24
09-09-2018,30.35,25.08,17.93,23.85,21.5,35.5,54.06,19.43,13.34,18.38,32.59,10.86,11.02,8.66,8.73,7.35,0.31,1.54,0.66,0.6,26.27,24.6,26.72,26.17,49.22,45.64,73.05,60.39,33,107,22,30
10-09-2018,35.16,43.48,28.53,35.62,23.33,27.27,79.85,27.09,12.71,22.34,45.19,14.66,11.48,10.75,10.77,8.03,0.35,1.33,0.96,0.94,26.56,25.06,26.84,26.3,45.22,64.07,79.52,65.24,37,85,27,36
11-09-2018,35.31,42.03,24.4,32.94,26.14,42.02,88.74,27.1,11.96,21.8,48.75,13.96,11.21,7.04,9.2,7.57,0.4,1.61,0.9,0.73,26.8,24.35,26.64,26.33,47,64.51,78.4,63.12,38,75,19,28
12-09-2018,28.11,40.35,22.59,32.6,24.98,48.36,103.15,33.55,11.61,21.55,42.95,12.53,12.02,7.83,8.99,9.4,0.29,1.23,0.92,0.95,27.2,23.89,26.66,26.31,48.23,61.37,75.15,58.72,41,99,25,40
13-09-2018,31.59,34.41,23.28,32.57,16.96,31.95,106.25,27.72,13,28.45,49.95,15.01,10.03,7.14,11.13,8.02,0.4,1.54,1.14,0.87,25.99,28.78,26.54,26.37,66.2,67.69,80.33,64.19,39,78,22,29
14-09-2018,37.58,34.76,24.52,32.98,18.7,39.83,118.11,32.81,13.17,28.04,70.05,15.87,9.25,4.18,10.9,8.22,0.32,1.18,1.01,0.89,25.37,27.65,26.67,26.36,71.68,66.74,77.47,65.22,36,100,17,25
15-09-2018,29.08,36.6,19.89,39.48,16.78,45.16,100.08,34.93,13.65,27.91,56.79,14.66,9.26,6.96,9.12,9.34,0.34,1.03,1.03,0.92,26.1,28.07,26.69,26.16,63.98,74.31,82.44,74.51,37,72,18,20
16-09-2018,30.69,33.71,18.49,33.89,14.84,43.29,75.99,28.02,12.98,24.73,53.9,13.98,8.65,7.79,11.06,6.23,0.41,1.5,0.98,0.92,24.75,26.62,26.75,26.19,73.62,73.46,81.81,76.02,32,101,17,19
17-09-2018,24.16,35.49,11.84,28.74,15.68,35.71,62.95,23.12,14.32,22.96,52.75,12.16,11.43,7.33,8.92,8.83,0.33,1.84,0.8,0.7,24.82,26.34,26.8,26.31,74.14,71.2,77.24,70.97,28,69,21,20
18-09-2018,26.66,34.11,10.43,38.2,14.47,27.92,44.34,21.82,14.36,21.41,54.05,11.49,11.45,7.05,8.06,9.15,0.31,1.55,0.61,0.68,26.08,26.98,27.12,26.28,63.25,64.62,71.43,65.93,37,64,19,21
19-09-2018,28.5,34.33,13.07,31.29,15.35,14.84,53.8,23.02,14.03,11.61,45.37,10.66,9.48,6.67,6.87,8.42,0.31,1.58,0.6,0.61,26.15,26.14,27.14,26.18,47.45,64.82,71.96,65.67,47,96,18,34
20-09-2018,30.36,45.42,20.03,31.43,16.78,27.09,80.39,28.53,13.84,15.11,47.6,11.7,11.13,7.55,7.13,8.86,0.31,1.92,0.82,0.8,26.04,26.56,27.25,26.23,48.07,71.35,78.45,71.01,50,110,34,37
21-09-2018,32.75,43.65,21.16,34.74,22.41,35.56,66.88,28.81,12.55,22.46,47.54,11.57,11.91,6.6,8.09,9,0.31,1.49,0.7,0.7,26.36,26.01,27.2,26.3,35.36,69.53,75.84,69.9,53,108,34,40
22-09-2018,34.36,38.25,18.44,29.86,26.65,33.14,66.42,27.5,12.7,21.67,46.06,11.28,9.7,7.95,7.59,6.16,0.36,1.5,0.87,0.71,26.69,26.46,27.17,26.2,37.41,60.78,69.98,60.68,64,88,34,41
23-09-2018,39.72,35.21,28.53,38.6,27.56,24.65,91.91,31.17,13.97,22.17,54.37,14.05,9.9,7.89,10.33,7.04,0.33,0.86,0.84,0.89,26.67,26.81,27.22,26.23,33.47,70.62,77.58,67.75,57,92,30,35
24-09-2018,29.86,35.06,11.53,24.36,28.15,51.96,61.32,30.9,27.76,16.11,56.73,18.26,14.5,7.25,8.03,7.22,0.62,1.87,0.67,0.9,26.44,26.22,27.55,26.39,44.99,75.34,81.46,76.34,36,72,35,35
25-09-2018,36.9,36.22,27.98,38.75,43.62,49.13,142.87,57.33,49.99,16.08,69.13,12.56,17.55,4.92,10.93,8.97,0.81,1.55,1.44,1.13,26.25,26.33,28.51,26.2,46.35,73.42,74.21,72.32,42,77,26,26
26-09-2018,33.34,43.69,23.12,47.28,49.22,45.24,38.99,39.54,40.68,16.36,22.36,14.76,7.25,5.41,6.86,9.13,0.75,1.25,0.53,1.06,26.02,25.13,26.59,26.13,40.62,70.66,75.81,69.5,33,82,26,33
27-09-2018,38.72,46.88,28.4,36.75,61.38,39.45,25.74,36.41,42.92,16.82,9.26,13.61,4.17,7.66,1.66,7.92,0.42,1.58,0.95,1.01,25.81,26.23,25.76,26.16,29.9,75.23,80.69,75.1,41,113,27,40
28-09-2018,40.17,25.65,22.53,36.64,68.31,19.05,20.44,32.17,38.5,15.16,9.03,13.85,3.12,6.02,1.46,7.19,0.58,0.57,0.7,1.01,25.51,25.21,26.21,26.3,28.88,69.41,74.07,66.4,34,75,19,23
29-09-2018,29.4,15.58,13.34,22.29,55.11,16.92,16.65,26.9,44.74,13.21,8.95,11.87,4.16,4.22,2.96,6.81,0.72,0.58,0.67,0.89,25.99,25.97,26.18,26.31,35.67,68.6,77.6,65.53,43,65,18,23
30-09-2018,31.96,21.23,18.18,29.29,33.88,20.92,17.83,31.04,47.8,14.2,8.98,14.3,5.62,6.24,1.31,7.06,0.73,0.57,0.69,1.17,26.76,26.12,26.11,26.38,52.54,68.72,75.59,65.36,40,68,17,21
01-10-2018,32.74,20.32,16.33,28.17,29.48,18.03,17.61,27.68,33.79,15.35,8.64,13.36,5.45,7.49,2.18,7.7,0.57,1.08,0.75,0.99,26.26,26.88,26.18,26.29,55.74,67.51,75.23,63.35,32,66,18,27
02-10-2018,22.45,10.32,12.96,18.45,22.92,9.94,11.86,23.02,30.54,13.94,7.81,11.75,6.9,7.19,2.35,7.84,0.71,0.56,0.42,0.87,25.23,26.97,26.26,26.32,63.95,68.69,78.31,64.52,84,101,43,73
03-10-2018,24.64,10.97,10.01,22.74,19.55,13.65,12.93,29.4,31.36,11.98,7.25,11.9,9.25,4.99,1.04,7.77,0.7,0.59,0.59,1.03,25.66,25.55,26.3,26.44,64.76,69.57,76.9,66.54,98,127,84,104
04-10-2018,26.66,14.33,12.61,25.31,22.75,14.34,15.59,27.48,31.77,12.66,6.72,12.37,5.25,10.26,1.65,7.81,0.69,0.8,0.55,1.2,25.72,26.27,26.24,26.52,60.11,81.02,87.15,79.46,87,127,75,107
05-10-2018,21.76,9.95,7.46,22.23,28.79,13.24,12.68,37.34,32,12.9,6.09,19.18,4.83,11.54,1.84,7.5,0.71,0.69,0.52,1.15,26.03,26.16,26.47,26.22,52.68,78.99,83.98,75.35,86,113,70,117
06-10-2018,24.37,8.26,5.58,18.22,33.72,12.93,13.29,23.64,34.64,12.17,6.2,11.61,6.8,5.82,1.57,7.64,0.68,0.57,0.57,1.05,26.42,26.21,26.47,26.22,52.23,80.91,83.02,77.57,50,118,80,125
07-10-2018,25.26,19.71,22,27.23,37.27,12.48,29.5,26.41,35.7,12.46,6.9,12.51,7.65,7.49,1.8,7.09,0.62,0.43,,0.94,26.13,26.23,28.6,26.22,41.95,72.19,82,67.43,30,112,87,140
08-10-2018,40.18,40.48,25.61,43.54,36.03,11.54,23.48,34.98,33.01,11.83,7.67,16.04,11.67,5.38,2.32,8.09,0.72,0.42,0.11,1.13,25.27,21.71,26.22,26.28,40.32,83.61,68.85,66.13,61,76,72,105
09-10-2018,39.64,53.64,28.07,41.7,37.93,31.46,22.97,38.68,34.68,13.19,9.8,13,7.18,8.6,2.89,7.92,0.66,0.91,1.03,1.08,25.88,25.45,28.54,26.24,46.58,77.8,61.47,61.78,77,76,53,71
10-10-2018,55.16,61.53,42.84,50.93,45.99,32.91,37.43,43.59,39.93,13.17,7.75,15.16,7.27,5.78,3.93,7.75,0.73,1.2,0.6,1.31,26.11,22.4,27.29,26.1,40.45,80.33,53.7,57.02,85,89,66,79
11-10-2018,56.68,123.52,48.52,65.34,43.85,41.68,32.4,46.42,38.06,18.89,8.19,18.35,7.77,4.09,2.12,10.57,0.68,1.95,0.16,1.51,25.96,24.85,25.65,26.09,41.2,70.21,63.51,54.15,106,104,65,79
12-10-2018,67.08,,56.74,81.08,49.46,,22.07,49.32,38.72,,8.25,19.65,7.38,,2.42,9.02,0.78,,0.34,1.51,25.62,,25.5,26.11,36.49,,64.06,55.23,115,115,92,121
13-10-2018,66.89,,59.88,78.09,51.38,,17.51,39.38,38.63,,9.96,21.89,6.99,,1.29,9.33,0.82,,0.79,1.37,25.7,,27.21,26.18,25.29,,65.1,56.46,91,122,82,148
14-10-2018,53.79,,47.11,53.12,57.54,,22.08,28.76,42.53,,8.8,17.08,7.55,,1.1,6.49,0.92,,0.63,0.88,25.79,,26.48,26.14,22.65,,78.08,72.19,95,118,81,139
15-10-2018,47.79,62.25,43.77,49.32,50.28,16.31,27.94,34.16,40.85,5.94,8.35,16.45,6.5,7.51,1.78,7.32,0.84,1.41,0.79,1.09,25.53,25.95,26.48,26.16,50.78,68.47,81.79,77.38,82,78,62,83
16-10-2018,44.45,32.29,33.58,45.03,32.69,7.58,16.43,28.06,33.82,8.39,7.58,14.4,6.99,10.02,3.08,7.73,0.73,0.55,0.45,0.9,25,25.02,26.4,26.16,66.54,72.16,76.53,68.66,103,76,77,73
17-10-2018,31.94,22.14,13.59,22.88,32.7,31.56,17.47,26.33,30.81,16.28,6.06,10.34,7.27,10.77,1.68,5.91,0.79,1.09,0.52,0.8,25.86,26.92,26.59,26.12,57.56,74.48,79.91,74.46,71,80,71,172
