Date,PM2.5_Peenya,PM2.5_SilkBoard,PM2.5_Hombegowda,PM2.5_BapujiNagar,NO2_Peenya,NO2_SilkBoard,NO2_Hombegowda,NO2_BapujiNagar,NH3_Peenya,NH3_SilkBoard,NH3_Hombegowda,NH3_BapujiNagar,SO2_Peenya,SO2_SilkBoard,SO2_Hombegowda,SO2_BapujiNagar,CO_Peenya,CO_SilkBoard,CO_Hombegowda,CO_BapujiNagar,Temp_Peenya,Temp_SilkBoard,Temp_Hombegowda,Temp_ BapujiNagar,RH_Peenya,RH_SilkBoard,RH_Hombegowda,RH_BapujiNagar,AQI_Peenya,AQI_SilkBoard,AQI_Hombegowda,AQI_BapujiNagar
26-12-2019,47.15,45.31,43.27,43.83,31.89,22.51,17.82,51.9,21.06,15.52,21.91,3.49,3.22,2.93,10.65,9.21,1.26,1.18,1.18,0.77,25.28,31.16,27.07,37.17,70.99,71.07,70,68.04,66,90,52,60
27-12-2019,46.45,44.66,41.55,42.75,32.76,23.52,18.77,51.07,21.33,13.31,22.17,3.62,3.5,2.89,11.1,9.14,1.16,1.28,1.28,0.84,25.58,22.99,26.99,30.8,67.87,69.36,71.82,65.44,60,38,52,34
28-12-2019,41.57,36.27,29.68,30.92,30.1,15.53,14.63,43.86,19.7,12.56,21.7,2.88,3.41,2.94,10.04,8.39,0.96,0.95,1.05,0.59,24.96,23.06,26.88,22.34,65.12,67.81,67.3,64.91,68,36,54,38
29-12-2019,38.96,38.79,35.28,36.21,29.3,17.71,13.48,42.97,18.65,11.37,21.9,3.12,2.95,2.94,10.89,8.46,0.99,0.98,1.23,0.51,24.76,22.96,26.82,22.51,62.64,67.04,67.99,62.96,89,70,74,69
30-12-2019,41.95,39.59,36.49,35.42,31.99,14.45,16.06,38.5,18.93,10.74,21.9,2.68,3.19,2.83,10.91,8.11,1.16,1.01,1.24,0.59,24.62,24.55,26.56,23.27,66.3,73.91,68.46,64.94,70,57,60,51
31-12-2019,50.12,41.52,39.72,39.5,34.06,11.62,18.15,44.17,19.6,14,22.11,2.61,3.68,2.94,9.92,8.3,1.27,1.16,1.02,0.65,24.65,32.41,26.69,25.42,69.63,68.95,71.6,67.72,85,63,67,69
01-01-2020,35.77,,26.72,30.25,30.47,,17.48,39.99,19.31,,21.04,2.32,3.4,,10.82,8.31,1.26,,1.22,0.68,24.34,,26.67,27.98,76.11,,77.66,74.04,91,105,98,97
02-01-2020,31.76,43.67,18.77,18.67,32.39,21.54,18.24,34.16,20.57,10.51,20.42,1.87,3.62,3.41,10.87,8.36,1.21,0.96,1.23,0.53,24.93,19.05,26.43,29.84,72.26,73.64,69.17,69.51,77,101,91,102
03-01-2020,34.28,30.62,28.12,23.12,30.85,14.66,17.78,32.21,20.3,11.88,21.19,2.33,3.27,3.26,10.42,8.43,1.2,0.94,1.13,0.49,25.85,22.86,26.21,32.02,67.5,66.5,67.45,65.69,81,97,94,118
04-01-2020,61.78,65.63,57.06,46.25,37.76,40.66,20.24,41.24,21.8,12,23.19,3.83,3.5,3.26,11.57,8.39,1.47,2.31,1.39,0.98,25.98,22.45,26.49,34.55,62.99,62.4,64.05,62.89,89,97,94,122
05-01-2020,53.9,47.85,58.07,44.86,31.01,18.34,14.72,30.42,20.12,9.82,23.76,3.29,3.6,2.95,11.21,8.48,1.22,1.13,1.31,0.48,26.04,18.99,26.68,36.78,66.31,59.4,65.54,63.9,93,107,82,140
06-01-2020,32.4,23.67,19.42,22.66,29.47,17.05,17.85,50.28,20.04,7.41,20.54,2.87,2.66,2.8,10.9,9.53,1.16,1.08,1.24,0.71,25.14,19.1,26.79,24.22,72.51,68.12,73.86,67.59,73,72,75,95
07-01-2020,29.77,24.43,15.39,17.56,31.08,16.81,19.71,40.79,20.16,7.77,20.16,2.08,3.5,2.98,10.7,8.25,1.16,0.97,1.2,0.58,25.19,21.72,26.81,24.08,66.69,68.31,66.43,64.98,63,67,65,94
08-01-2020,38.79,34.5,29.6,29.3,33.11,17.98,20.4,48.11,19.67,9.4,21.32,2.57,3.08,2.99,10.67,8.98,1.2,0.99,1.18,0.57,25.33,24.21,26.76,24.02,61.48,63.19,61.76,60.41,57,60,54,95
09-01-2020,50.46,41.18,37.49,36.33,39.76,20.92,22.49,51.14,20.33,11.25,22.85,3.08,3.76,2.97,10.59,8.52,1.33,1.1,1.17,0.75,25.35,27.68,26.77,24.17,59.8,61.15,60.79,59.04,44,39,44,59
10-01-2020,43.37,40.33,35.91,37.33,35.88,19.47,23.11,56.82,18.93,13.19,24.28,4.21,3.64,3.26,10.39,8.43,1.07,0.99,1.13,0.82,25.45,29.2,26.85,25.59,54.24,52.42,60.69,57.31,59,55,73,100
11-01-2020,38.18,33.94,27.12,29.64,33.11,21.25,17.7,47.2,17.74,12.01,22.53,2.82,3.48,3.06,10.48,7.62,0.93,1,1.15,0.58,24.51,28.84,26.65,28.6,56.33,62.15,53.25,59.12,74,94,82,108
12-01-2020,47.25,39.12,39.85,36.49,39.31,17.91,17.17,46.03,18.2,16.19,22.94,3.27,3.48,2.97,10.63,8.55,1.17,0.98,1.18,0.64,24.1,36.07,26.68,28.56,63.34,66.53,54.34,61.66,72,92,83,114
13-01-2020,59.15,,55.59,54.67,42.01,,23.34,60.66,20.06,,24.03,3.37,3.7,,9.75,8.85,1.47,,0.98,1.03,24.93,,26.77,28.63,61.13,,52.12,60.32,91,102,119,118
14-01-2020,66.91,,61.67,62.56,41.13,,26.87,62.77,19.46,,24.43,4.11,3.9,,10.19,8.03,1.38,,1.08,0.81,25.03,,26.66,29,54.89,,49.26,56.45,94,106,175,148
15-01-2020,47.66,,43.82,44.26,34.42,,15.9,45.9,17.59,,23.23,3.56,3.58,,10.43,8.51,1.05,,1.14,0.53,24.33,,26.67,28.89,50.6,,47.53,54.72,92,121,166,200
16-01-2020,48.74,38,41.12,40.22,41.03,45.15,23.9,55.71,18.34,11.95,22.55,3.29,3.36,3.95,10.72,8.55,1.26,0.68,1.2,0.7,24.42,20.1,26.61,29.8,56.14,61.67,50.24,57.6,99,115,135,188
17-01-2020,45.83,39.15,33.88,32.38,43.12,26.92,24.7,50.65,19.04,14.46,21.89,3.12,3.4,3.19,10.74,8.01,1.24,1.16,1.2,0.79,24.89,24.5,26.62,30.95,54.12,60.45,48.36,55.28,96,117,113,170
18-01-2020,33.06,27.21,21.62,32.06,30.15,16.95,16.81,35.74,17.96,11.68,21.38,2.92,3.74,3.19,10.42,8.04,1,1.01,1.13,0.51,24.89,23.78,26.61,29.45,71.54,74.03,59.61,75.26,98,111,113,152
19-01-2020,26.46,21.82,16.24,,27.67,11.83,12.36,,18.07,8.44,20.46,,3.42,3.17,10.51,,0.96,0.95,1.15,,25.64,23.24,26.71,,62.84,63.95,52.86,,87,114,117,141
20-01-2020,41.12,33.84,30.48,,34.38,27.29,20.02,,19.79,8.89,21.4,,3.76,3.27,11.01,,1.09,1.1,1.26,,25.74,23.21,26.68,,57.2,58.8,49.9,,84,98,94,104
21-01-2020,40.78,36.65,28.45,29,32.4,34.67,20.31,,17.96,9.55,21.92,,3.23,3.26,10.44,5.2,0.93,1.13,1.14,,25.58,23.63,26.68,25.7,45.83,56.22,45.64,42,84,98,91,120
22-01-2020,36.88,33.83,27.05,,33.55,25.28,19.53,,17.98,10.13,22.28,,3.52,3.19,10.62,,1.08,1.08,1.18,,24.89,23.84,26.67,,60.3,67.2,57.77,,90,108,100,135
23-01-2020,39.69,46.87,31.28,,30.82,20.18,18.25,,17.84,9.97,22.17,,2.87,3.2,10.6,,0.97,1.08,1.17,,25.55,24.18,26.67,,59.76,63.63,65.08,,54,96,86,101
24-01-2020,42.87,41.3,43.71,,38.38,36.76,25.05,,19.05,8.58,22.59,,3.44,2.93,10.6,,1.12,1.17,1.17,,25.68,23.53,26.99,,48.13,52.46,55.71,,62,109,95,101
25-01-2020,44.72,45.54,32.62,,42.71,41.32,32.15,,18.9,9.7,22.44,,3.34,2.87,11.11,,1.19,1.19,1.28,,25.59,23.79,26.63,,35.29,42.38,44.64,,105,111,98,120
26-01-2020,41.47,51.06,39.91,,40.41,41.85,28.55,,17.76,12.47,22.98,,3.72,2.81,11.68,,1.01,1.3,1.41,,26.12,24.42,26.43,,35.41,48.28,46.39,,103,107,86,123
27-01-2020,50.58,70.75,44.05,,40.96,42.63,26.32,,18.02,14.7,23.81,,2.93,2.79,11.24,,1.18,1.83,1.31,,26.16,23.58,26.67,,40.9,58.07,50.36,,86,71,66,93
28-01-2020,57.92,60.22,46.45,,35.61,51.37,19.27,67.66,17.51,12.57,23.58,3.25,3.69,2.89,11.19,10.16,1.11,1.62,1.3,2.84,25.79,24.25,26.61,28.74,52.04,43.08,57.31,45.12,92,73,61,87
29-01-2020,57.55,60.7,42.75,34.51,39.58,41.22,23.48,49.92,18.57,12.75,22.68,3.4,3.11,2.78,9.89,8.79,1.22,1.38,1.01,0.48,26.51,24.37,26.49,26.5,45.43,49.5,52.91,47.92,98,62,67,107
30-01-2020,53.58,68.21,43.19,39.67,45.07,65.41,30.14,56.02,18.72,13.09,22.56,3.7,4.08,2.85,10.47,8.99,1.32,1.95,1.14,0.66,26.85,24.82,26.76,23.82,42.01,45.79,50.81,44.74,105,86,82,93
31-01-2020,55.38,51.84,45.89,42.34,34.4,33.98,21.21,42.54,17.69,12.53,23.47,3.83,3.28,2.88,10.74,9.86,1.13,1.31,1.2,0.48,26.81,23.68,26.68,23.96,43.86,43.6,51.25,47.01,114,141,120,152
01-02-2020,57.76,57.05,55.96,44.84,30.54,16.53,18.77,39.95,17.01,12.17,24.08,4.52,3.34,3.14,12.75,10.14,1.09,0.99,1.64,0.51,25.72,24.14,26.72,24.64,56.8,59.19,61.06,56.75,101,157,314,139
02-02-2020,39.91,39.27,34.39,29.32,25.37,10.82,13.46,33.95,16.5,9.21,22.02,3.24,3.48,2.81,10.88,8.54,0.89,0.89,1.23,0.4,25.03,24.26,26.74,24.76,57.4,65.82,62,57.91,95,137,80,107
03-02-2020,44.54,35.88,28.95,32.93,30.44,26.16,21.19,51.81,16.42,8.53,21.56,4.17,3.42,2.7,10.54,8.85,0.96,1.03,1.16,0.71,25.68,24.09,26.89,24.65,48.25,57.74,56.05,51.86,97,109,92,134
04-02-2020,36.63,33.26,24.4,24.57,30.61,19.7,21.22,39.56,16,8.76,21.01,4.77,3.45,2.6,11.58,8.78,0.96,1.05,1.39,0.51,25.22,23.88,26.99,24.6,50,55.38,57.42,52.52,80,90,88,128
05-02-2020,39.07,33.86,25.95,26.01,30.49,20.19,18.17,38.38,16.75,8.89,21.32,5.27,3.34,2.67,9.97,8.72,1.09,1.03,1.03,0.58,25.8,23.77,26.68,24.59,56.37,58.77,60.7,56.51,86,95,113,101
06-02-2020,49.04,47.48,38.32,30.52,30.09,32.47,20.55,41.68,16.64,9.59,22.32,6.82,3.24,2.62,10.14,8.34,1.03,1.27,1.07,0.49,25.88,23.72,27.09,25.48,50.94,53.84,56.78,52.41,71,98,82,93
07-02-2020,55.57,58.03,51.9,41.2,29.32,36.4,20.34,34.09,16.84,10.5,23.56,7.73,3.46,2.82,11.84,8.79,1.13,1.27,1.44,0.53,25.65,24.04,27.01,24.63,56.75,57.32,61.32,55.78,85,114,104,103
08-02-2020,54.07,55.31,40.64,40.08,30.78,32.64,19.17,34.05,17.43,10.03,22.59,7.01,2.92,2.65,11.32,8.68,0.98,1.37,1.33,0.61,26.2,24.01,26.79,24.27,51.16,57.95,57.58,52.47,83,133,101,115
09-02-2020,42.61,41.95,38.97,35.54,23.66,15.12,14.62,36.52,15.47,9.23,22.44,8.11,3.46,2.96,13.4,9.92,0.9,0.95,1.78,0.5,25.73,24.07,26.99,26.34,56.4,59.62,61.14,55.43,88,110,109,110
10-02-2020,36.68,35.78,28.83,28.4,22.52,17.1,15.37,33.93,15.33,8.08,21.46,7.27,3.29,2.66,10.72,8.23,0.97,1,1.2,0.51,25.69,23.51,26.81,24.94,58.29,63.25,62.3,58.86,78,99,82,92
11-02-2020,38.72,36.42,29.55,30.78,23.96,25.27,18.82,43.17,14.93,7.43,21.31,7.64,3.3,2.68,11.28,8.17,0.9,1.07,1.32,0.55,25.26,23.66,26.72,24.73,53.44,53.05,61.59,57.97,83,94,93,98
12-02-2020,40.12,35.49,28.19,29.06,25.61,19.96,18.11,37.95,15.14,7.57,20.92,8.19,3.59,2.6,10.67,8.21,0.98,1,1.19,0.63,25.42,23.43,26.82,24.67,56.82,62.42,62.07,57.66,74,91,93,99
13-02-2020,42.55,38.73,31.51,33.65,26.26,38.58,21.95,52.04,15.38,7.99,21.2,8.58,3.1,2.78,11.05,8.12,0.98,1.31,1.27,0.8,26.49,24.24,26.7,23.91,50.53,50.67,57.04,52.65,75,94,92,104
14-02-2020,48.27,52.91,46.78,47.51,27.69,47.04,32.28,64.18,15.34,10.79,22.48,11.79,3.44,2.71,10.8,8.52,1.17,1.79,1.22,1.01,25.21,25.08,26.72,24.03,59.32,49.55,55.16,50.46,69,78,71,74
15-02-2020,59.02,56.76,50.83,44.98,47.09,54.41,34.51,67.06,18.75,10.82,23.57,12.93,4.03,2.77,11.21,8.36,1.49,1.63,1.29,0.9,28.46,24.01,26.75,23.52,26,39.56,42.05,38.49,72,80,78,80
16-02-2020,40.38,41.29,33.17,30.36,27.01,36.42,22.28,52.94,13.62,9.21,22.32,12.57,3.24,2.82,11.35,9.11,0.96,1.13,1.34,0.66,26.74,22.74,26.66,23.09,27.81,33.69,37.96,33.74,74,89,74,92
17-02-2020,49.82,44.14,34.86,35.28,33.05,41.6,26.84,56.7,14.29,10.73,22.65,13.3,3.36,2.78,11.82,9.03,1.09,1.39,1.44,0.99,26.4,23.97,26.45,24.1,29.84,42.82,43.45,39.25,66,92,66,98
18-02-2020,48.57,44.42,38.5,27.98,30.38,34.73,25.79,57.79,14.54,11.13,22.97,11.76,3.06,2.74,12,8.48,1.03,1.13,1.48,0.84,26.35,22.84,26.48,23.56,39.07,47.66,47.93,35.62,81,86,80,97
19-02-2020,49.88,46.03,40.51,42.8,27,31.36,25.85,64.65,14.58,10.96,22.92,15.32,3.75,2.63,10.77,8.16,1.06,1.03,1.21,0.85,26.23,23.41,26.39,24.51,45.62,51.53,53.25,50.5,75,96,79,115
20-02-2020,49.36,47.9,46.22,52.44,30.16,30.93,27.05,71.51,14.91,11.57,23.46,19.64,3.34,2.74,11.49,8.05,1.03,1,1.37,0.78,26.06,23.59,26.65,25.11,44.44,51.6,52.56,54.8,73,90,77,97
21-02-2020,40.15,30.65,24.15,,24.7,19.61,17.82,,14.38,10.39,21.66,,3.39,2.56,10.68,,0.91,0.92,1.19,,25.89,24.03,26.46,,48.3,55.82,56.05,,93,114,105,116
22-02-2020,40,34.05,32.58,19.67,20.7,17.86,17.72,50.78,14.5,11.21,22.17,11.82,3.49,2.53,10.79,15.47,0.93,0.98,1.21,0.57,26.05,23.71,26.35,26.53,53.62,57.72,59.18,30.67,90,133,116,109
23-02-2020,40.83,39.14,36.83,,17.42,12.56,13,,13.89,10.49,22.16,,3.34,2.58,11.9,,0.98,1,1.46,,25.86,24.01,26.35,,55.31,61.52,61.02,,97,141,102,114
24-02-2020,38.27,39.25,31.26,30.5,21.69,14.91,18.27,54.49,14.41,9.16,21.26,12.58,3.34,2.53,11.25,10.46,1.13,1.07,1.32,0.83,25.67,23.94,26.77,22.22,56.03,61.27,63.51,40.5,87,127,117,110
25-02-2020,45.69,45.48,39.69,39,25.61,24.49,22.17,37.81,14.99,10.03,22.01,12.08,3.52,2.59,11.14,12.71,1.27,1.09,1.29,0.64,26.39,24.47,27.05,18.2,51.53,54.97,62.31,42.88,88,101,97,112
26-02-2020,43.88,35.48,31.41,,22.57,18.54,21.03,,15.18,9.49,21.59,,3.2,2.56,10,,1.12,1.09,1.05,,26.94,23.82,26.79,,52.11,55.59,65.77,,70,81,105,108
27-02-2020,45.87,38.19,34.81,33.67,22.29,30.75,23.35,57.87,15.18,9.25,21.69,13.33,3.83,2.57,10.91,14.9,1.17,1.23,1.24,1.01,26.82,24.05,27.48,20.7,51.91,55.62,57.3,33.67,58,72,65,105
28-02-2020,49.77,40.09,34.12,,18.85,24.34,19,,14.81,9.55,21.61,,3.31,2.55,10.29,,1.12,1.2,1.1,,26.27,24.13,26.95,,54.74,57.85,59.16,,62,79,96,82
29-02-2020,49.53,38.42,104.75,,21.02,23.37,18.19,,15.16,9.29,21.67,,3.2,2.6,10.28,,1.12,1.2,1.1,,26.72,24.09,26.95,,51.84,54.17,55.81,,58,84,73,79
01-03-2020,42.34,43.08,,,16.75,15.17,13.96,,14.17,9.7,21.86,,3.37,2.66,11.2,,0.97,1.08,1.3,,26.87,24.48,26.52,,54.01,58.38,55.64,,62,94,73,95
02-03-2020,61.01,64.05,56.11,,24.07,32.06,23.43,,16.22,10.38,23.64,,3.91,2.67,10.31,,1.27,1.46,1.11,,25.86,24.08,26.51,,62.67,61.08,61.93,,64,87,77,123
03-03-2020,66.04,77.46,81.57,,21.34,41.93,31.95,,15.52,11.32,26,,3.18,2.67,11.01,,1.22,2.05,1.26,,27.2,23.67,26.61,,52.95,54.3,56.2,,81,97,85,112
04-03-2020,59.06,66.95,63.64,,25.47,52.71,22.76,,18.83,11.39,27.86,,3.53,2.73,10.5,,1.16,2.01,1.15,,27.33,23.89,26.51,,55.51,53.17,52.92,,92,124,139,175
05-03-2020,60.06,51.18,49.24,35.59,15.59,35.04,17.04,23.47,16.44,11.81,25.23,12.97,3.4,2.77,11.17,12.2,1.03,1.45,1.29,0.43,27.51,23.94,26.23,22,52.36,53.93,55.36,46.31,84,118,114,117
06-03-2020,48.09,26.96,52.66,34.89,14.22,34.49,14.58,25.77,15.63,10.36,26.45,12.71,3.14,2.54,10.68,15.14,0.99,1.36,1.19,0.54,27.18,24.06,26.28,22.83,57.64,56.65,62.05,59.68,84,108,99,109
07-03-2020,50.58,36.2,44.69,39.17,15.64,23.58,22.58,25.4,15.81,13.16,26.51,12.67,3.18,2.63,10.87,10.93,1.08,1.23,1.23,0.54,27.21,24.61,26.33,23.96,58.2,61.55,65.43,59.87,86,122,108,122
08-03-2020,43.72,27.85,37.5,33.89,12.08,14.18,14.48,20.3,15.25,13.08,24.43,10.78,3.24,2.58,10.65,8.6,0.98,1.09,1.18,0.81,27.47,24.37,26.26,23.64,59.39,59.05,63.3,58.61,100,131,127,126
09-03-2020,46.25,28.95,39.03,36.5,13.69,21.4,15.87,25.27,15.8,12.02,24.22,9.71,3.63,2.52,9.98,10.35,0.97,1.17,1.04,0.57,27.6,24.13,26.67,24.38,59.11,62.02,62.85,59.49,99,122,130,110
10-03-2020,52.53,31.72,41.7,37.66,13.44,18.76,15.27,21.56,14.53,11.42,23.99,9.94,3.16,2.69,11.61,10.57,1.03,1.1,1.39,0.53,27.95,23.75,27.09,24.5,52.16,54.4,57.68,51.72,85,107,105,112
11-03-2020,41.73,28.03,35.08,29.93,14.29,24.73,17.59,22.01,13.2,9.55,22.89,7.27,3.3,2.78,12.06,12.43,1.05,1.2,1.49,0.62,27.86,23.95,27.04,23.89,45.41,47.5,55.28,46.6,77,105,135,133
12-03-2020,40.84,29.36,25.98,30.9,16.54,26.97,17.1,28.76,12.78,9.01,21.83,7.98,3.19,2.63,11.39,9.19,1.06,1.22,1.34,0.52,27.87,23.64,27.01,24.25,44.04,47.31,52.79,46.11,89,103,110,107
13-03-2020,40.29,29.34,31.28,28.71,17.39,20.75,19.6,25.32,12.55,9.6,22.16,7.58,3.51,2.69,11.46,13.68,0.96,1.1,1.36,0.52,28.02,24.21,27.46,23.28,39.5,46.5,50.19,43.2,96,102,122,111
14-03-2020,41.5,26.04,24.73,27.96,17.48,18.46,17.39,25.91,12.63,9.07,21.78,7.57,3.25,2.56,10.24,8.7,1.01,1.01,1.09,0.73,27.97,23.7,27.11,23.2,43.52,46.43,52.83,47.88,112,108,127,120
15-03-2020,39.38,24.74,30.42,33.67,12.04,17.21,12.82,24.59,12.23,10.03,22.38,8.92,3.55,2.63,10.56,9.27,0.91,1,1.16,0.52,27.89,24.69,27.1,23.12,48.15,51.05,55.45,50.48,102,104,125,112
16-03-2020,37.55,21.29,20.14,21.69,13.72,10.14,16.81,17.72,13.18,8.57,21.47,8.67,3.13,2.58,9.97,9.64,0.93,0.89,1.03,0.42,27.67,23.85,27.07,23.94,50.6,54.84,58.26,52.9,83,97,117,111
17-03-2020,32.22,22.46,17,22.08,12.4,9.78,15.15,19.07,12.44,7.98,20.78,8.58,3.57,2.58,10.46,8.83,0.89,0.9,1.14,0.69,27.72,24.12,27.03,23.92,46.18,52.82,56.29,49.42,81,85,104,121
18-03-2020,33.77,31.36,23.4,22.16,16.29,13.3,18.25,23.2,12.46,8.54,20.91,10.72,3.42,2.6,11.26,10.09,0.91,0.97,1.31,0.87,28.15,24.47,27.13,24.16,36.71,44.74,50.18,40.66,79,95,115,128
19-03-2020,43.84,39.2,36.96,32.42,16.17,23.66,17.75,21.21,12.64,9.59,22.36,11.57,3.33,2.8,11.46,14.78,1.11,1.19,1.36,0.57,28.62,23.79,27.17,23.52,38.62,41.71,49.73,46.43,91,107,123,108
20-03-2020,50.52,38.06,40.08,41.36,16.02,25.57,14.87,20.56,14.04,10.71,22.5,12.8,4.01,2.66,10.32,11.65,1.04,1.19,1.11,0.99,27.25,24.31,27.26,24.2,59.02,60.52,64.79,60.23,96,106,121,117
21-03-2020,43.63,39.3,36.54,45.93,18,37.11,23.53,32.4,14.06,8.91,23.4,12.91,3.29,2.41,10.55,8.03,1.22,1.42,1.16,0.84,28.4,18.29,27.12,23.91,47.11,51.54,51.4,51.07,93,107,123,121
22-03-2020,34.64,23.46,26.58,24.67,8.45,10.83,12.48,9.93,11.48,11.29,22.93,12.76,3.12,2.53,12.01,9.12,0.92,0.93,1.47,0.37,28.56,19.18,27.14,23.19,44.17,47.18,49.58,47.17,64,55,76,81
23-03-2020,47.56,43.29,44.48,34.44,17.61,20.06,15.75,15.93,14.8,12.77,24.29,13.91,2.79,2.67,10.89,7.83,1.32,1.24,1.23,0.73,27.17,19.1,27.32,24.09,61.64,60.93,63.06,60.25,69,77,92,90
24-03-2020,55,43.6,47.81,,9.5,12.59,10.6,,13.43,12.43,26.65,,2.93,2.76,10.9,,0.94,0.97,1.24,,28.52,18.93,27.53,,45.15,46.16,48.08,,73,72,95,106
25-03-2020,35.19,17.66,22.24,,6.35,5.04,5.83,,12,9.42,23.08,,3.31,2.57,11.16,,0.79,0.82,1.29,,27.95,18.72,27.41,,46.13,49.77,53.48,,67,71,86,107
26-03-2020,35.98,19.98,24.79,,5.74,4.23,5.1,,11.84,8.75,22.56,,3.27,2.59,10.93,,0.78,0.87,1.24,,28.3,18.85,27.22,,44.1,49.79,54.67,,73,72,90,97
27-03-2020,33.81,17.61,39.08,,6.79,4.17,8.3,,11.43,8.21,24.01,,3.37,2.56,11.64,,0.77,0.84,1.4,,27.71,19.38,27.23,,42.54,47.63,54.74,,84,69,86,105
28-03-2020,30.54,16.47,21.07,,6.26,5.59,7.13,,10.02,7.69,22.43,,2.87,2.68,10.83,,0.72,0.82,1.22,,28.26,20.75,27.2,,31.2,37.55,47.72,,73,61,77,91
29-03-2020,32.65,21.06,25.76,,6.69,10.5,8.06,,9.89,8.07,22.72,,3.81,2.71,10.9,,0.73,0.91,1.24,,28.84,20.7,27.17,,26.45,36.04,43.92,,76,74,107,100
30-03-2020,35.43,13.42,28.96,,6.02,5.15,5.33,,10.2,7.79,22.94,,3.27,2.75,11.31,,0.79,0.81,1.32,,28.89,20.54,26.89,,33.23,30.17,45.33,,80,91,113,113
31-03-2020,32.38,19.8,25.46,,5.94,6.34,6.09,,10.06,8.23,22.21,,3.78,2.71,11.26,,0.75,0.86,1.31,,28.6,20.28,26.92,,33.2,41.02,45.25,,81,74,95,107
01-04-2020,32.33,20.29,25.98,,5.97,6.03,6.89,,9.78,8.18,22.04,,3.28,2.73,11.39,,0.79,0.86,1.34,,29.4,20.5,26.8,,28.62,37.73,42.47,,58,103,100,105
02-04-2020,36.02,28.42,35.22,,5.99,5.33,5.35,,10.16,9.07,23.17,,3.75,2.13,11.7,,0.82,0.59,1.42,,29.23,20.5,26.88,,34.67,39.53,44.08,,65,79,78,63
03-04-2020,45.38,31.85,39.47,,5.88,5.47,4.98,,10.14,8.82,23.22,,4.03,1.34,12.28,,0.84,0.31,1.54,,29.12,20.31,27.14,,39.6,43.11,47.24,,68,58,81,101
04-04-2020,44.99,28.92,37.17,,5.98,5.11,5.04,,10.38,8.35,22.85,,3.08,1.3,11.77,,0.74,0.3,1.43,,28.83,20.47,27.11,,44.27,47.58,53.47,,63,63,82,87
05-04-2020,41.99,28.17,38.29,,6.46,5.02,5.05,,11.25,8.03,22.66,,3.12,1.29,12.15,,0.8,0.3,1.51,,28.75,20.47,27.63,,50.6,52.47,56.88,,58,51,71,98
06-04-2020,36.49,18.65,22.22,30,5.97,7.83,5.43,11.48,11.3,6.88,21.51,11.74,3.07,1.16,10.65,8.35,0.89,0.35,1.18,0.53,27.75,20.8,27.54,25.9,59.43,59.43,59.73,41.84,74,72,87,89
07-04-2020,22.46,8.47,12.72,19.66,6.94,8.96,6.64,8.89,15.09,22.34,21.55,12.09,3.23,1.04,10.21,6.86,0.8,0.36,1.09,0.64,24.29,22.93,27.63,23.51,85.39,63.27,64.03,57.88,79,79,95,124
08-04-2020,24.23,16.89,19.05,18.07,6.86,10.2,8.45,10.19,14.71,13.88,21.87,12.03,3.71,1.22,11.09,8.23,0.84,0.45,1.28,0.42,,23.76,27.22,24.99,,55.56,55.73,57.58,60,60,79,109
09-04-2020,30.09,16.68,23.03,20.64,6.02,8.4,7.47,9.09,13.79,14.23,22.57,14.05,3.6,1.39,10.51,9.02,0.84,0.59,1.15,0.4,,23.97,27.5,25.47,,63.69,62.72,66.61,59,58,77,100
10-04-2020,50.29,12.57,15.1,15.6,6.49,7,6.36,10.09,12.12,12.9,22.36,12.99,3.82,1.38,9.84,5.61,0.89,0.5,1.01,0.29,,24.21,27.35,25.62,,58.51,59.35,60.29,65,63,76,99
11-04-2020,43.9,23.08,32.92,28.35,5.69,5.29,6.1,8.73,12.9,14.35,23.44,14.27,3.92,1.3,11.28,7.14,1.01,0.49,1.32,0.48,,23.87,27.18,24.95,,57.89,58.49,57.02,64,71,81,104
12-04-2020,35.14,19.62,25.89,24.1,6.1,6.74,6.28,8.65,12.01,12.02,22.59,12.44,4.93,1.33,10.98,6.81,0.77,0.51,1.25,0.4,,23.76,27.51,24.44,,45.74,53.37,46,55,66,66,104
13-04-2020,35.03,27.65,,28.57,6.72,13.68,,11.4,11.42,13.27,,13.41,3.44,1.44,,9.62,0.79,0.62,,0.5,,23.83,,24.14,,40.57,,38.76,54,36,52,76
14-04-2020,41.45,32.11,,32.65,7.48,13.64,,13.03,10.49,14.36,,13.47,3.6,1.68,,12.11,0.8,0.58,,0.51,,23.72,,24.02,,35.33,,33.08,55,56,62,71
15-04-2020,46.62,32.29,,33.02,6.66,10.14,,9.82,10.78,14.32,,13.99,4.17,1.74,,17.55,0.82,0.56,,0.34,,23.51,,24.09,,41.88,,42.16,54,57,74,102
16-04-2020,34.59,25.07,,25.55,6.51,8.74,,9.52,11.15,11.85,,12.54,3.54,1.54,,9.93,0.78,0.54,,0.34,,23.45,,24.1,,43.93,,45.86,54,50,67,70
17-04-2020,41.06,27.27,,29.4,6.7,7.29,,8.3,12.88,11.72,,13.55,3.75,1.43,,9.48,0.93,0.6,,0.33,,23.38,,24.3,,51.08,,52.61,59,51,74,104
18-04-2020,37.38,24.33,,26.02,6.05,6.58,,7.4,12.52,10.36,,13.2,3.35,1.4,,8.98,0.85,0.56,,0.25,,23.44,,24.06,,50.72,,50.52,78,78,97,103
